	
systemMetrics	
cpu	
0	30
1	30
2	30
3	30
4	30
5	30
6	30
7	30
8	30
9	30
10	30
11	30
12	30
13	30
14	30
15	30
16	30
17	30
18	30
19	30
20	30
21	30
22	30
23	30
24	30
25	30
26	30
27	30
28	30
29	30
30	30
31	30
32	30
33	30
34	30
35	30
36	30
37	30
38	30
39	30
40	30
41	30
42	30
43	30
44	30
45	30
46	30
47	30
48	30
49	30
50	30
51	17
52	30
53	30
54	30
55	30
56	30
57	30
58	30
59	30
60	30
61	30
62	30
63	30
64	30
65	30
66	30
67	30
68	30
69	30
70	30
71	30
72	30
73	30
74	30
75	30
76	30
77	30
78	30
79	30
80	30
81	30
82	30
83	30
84	30
85	30
86	30
87	30
88	30
89	30
90	30
91	30
92	30
93	30
94	30
95	30
96	30
97	30
98	30
99	30
100	30
101	30
102	30
103	30
104	30
105	30
106	30
107	30
108	30
109	30
110	30
111	20
112	30
113	30
114	30
115	30
116	30
117	30
118	30
119	30
120	30
121	30
122	30
123	30
124	30
125	30
126	30
127	30
128	30
129	30
130	30
131	6
132	30
133	30
134	30
135	30
136	30
137	30
138	30
139	30
140	30
141	30
142	30
143	30
144	30
145	30
146	30
147	30
148	30
149	30
150	30
151	30
152	30
153	30
154	30
155	30
156	30
157	30
158	30
159	30
160	30
161	30
162	30
163	30
164	30
165	30
166	30
167	30
168	30
169	30
170	30
171	30
172	30
173	30
174	30
175	30
176	30
177	30
178	30
179	30
180	30
181	30
182	30
183	30
184	30
185	30
186	30
187	30
188	30
189	30
190	30
191	30
192	30
193	30
194	30
195	30
196	30
197	30
198	30
199	30
200	30
201	30
202	30
203	30
204	30
205	30
206	30
207	30
208	30
209	30
210	30
211	30
212	30
213	30
214	30
215	30
216	30
217	30
218	30
219	30
220	30
221	30
222	30
223	30
224	30
225	22
226	30
227	30
228	30
229	30
230	30
231	30
232	30
233	30
234	30
235	30
236	30
237	30
238	30
239	30
240	30
241	30
242	30
243	30
244	30
245	30
246	30
247	30
248	30
249	30
250	30
251	30
252	30
253	30
254	30
255	30
256	30
257	30
258	30
259	30
260	30
261	30
262	30
263	30
264	30
265	30
266	30
267	11
268	4
269	30
270	30
271	30
272	30
273	30
274	30
275	30
276	30
277	30
278	30
279	30
280	30
281	30
282	30
283	30
284	30
285	30
286	30
287	30
288	30
289	30
290	30
291	30
292	30
293	30
294	30
295	30
296	30
297	30
298	30
299	30
300	30
301	30
302	30
303	30
304	30
305	26
306	30
307	30
308	30
309	30
310	30
311	30
312	30
313	30
314	30
315	30
316	30
317	30
318	30
319	30
320	30
321	30
322	30
323	30
324	14
325	30
326	30
327	30
328	30
329	30
330	30
331	30
332	30
333	30
334	30
335	30
336	30
337	30
338	30
339	30
340	30
341	30
342	30
343	30
344	30
345	30
346	30
347	30
348	30
349	30
350	30
351	30
352	30
353	30
354	30
355	30
356	30
357	30
358	30
359	30
360	30
361	30
362	30
363	30
364	30
365	30
366	30
367	30
368	30
369	30
370	30
371	30
372	30
373	30
374	30
375	30
376	30
377	30
378	30
379	30
380	30
381	30
382	30
383	30
384	30
385	30
386	30
387	30
388	30
389	30
390	30
391	30
392	30
393	30
394	30
395	30
396	30
397	30
398	20
399	30
400	30
401	30
402	30
403	30
404	30
405	30
406	30
407	30
408	30
409	30
410	30
411	30
412	30
413	30
414	30
415	30
416	30
417	30
418	30
419	30
420	30
421	30
422	30
423	30
424	30
425	30
426	30
427	30
428	30
429	30
430	30
431	30
432	30
433	30
434	2
435	30
436	30
437	30
438	30
439	30
440	30
441	30
442	30
443	30
444	30
445	30
446	30
447	30
448	30
449	30
450	30
451	30
452	30
453	30
454	30
455	30
456	30
457	30
458	30
459	30
460	30
461	30
462	30
463	30
464	30
465	30
466	30
467	30
468	30
469	30
470	30
471	30
472	30
473	30
474	25
475	30
476	30
477	30
478	30
479	30
480	30
481	30
482	30
483	30
484	30
485	30
486	30
487	30
488	30
489	30
490	30
491	30
492	30
493	30
494	30
495	30
496	30
497	30
498	30
499	30
500	30
501	30
502	30
503	30
504	30
505	30
506	30
507	30
508	30
509	30
510	1
511	30
512	30
513	30
514	30
515	30
516	30
517	30
518	30
519	30
520	30
521	30
522	30
523	30
524	30
525	30
526	30
527	30
528	19
529	30
530	30
531	30
532	30
533	30
534	30
535	30
536	30
537	30
538	30
539	30
540	30
541	30
542	30
543	30
544	30
545	30
546	30
547	30
548	30
549	30
550	30
551	30
552	30
553	30
554	30
555	30
556	30
557	30
558	30
559	30
560	30
561	29
562	30
563	30
564	30
565	30
566	30
567	30
568	30
569	30
570	30
571	30
572	30
573	30
574	30
575	30
576	30
577	30
578	30
579	30
580	30
581	30
582	30
583	30
584	30
585	30
586	30
587	30
588	30
589	30
590	30
591	30
592	30
593	30
594	30
595	30
596	30
597	30
598	30
599	30
memory	
0	13
1	13
2	14
3	14
4	14
5	14
6	14
7	14
8	14
9	14
10	14
11	14
12	14
13	14
14	14
15	14
16	14
17	8
18	8
19	8
20	8
21	9
22	9
23	9
24	9
25	8
26	8
27	8
28	8
29	8
30	8
31	9
32	9
33	9
34	8
35	8
36	8
37	8
38	8
39	8
40	8
41	8
42	8
43	8
44	9
45	9
46	9
47	9
48	9
49	9
50	9
51	9
52	9
53	9
54	8
55	8
56	8
57	9
58	9
59	9
60	9
61	9
62	9
63	9
64	9
65	9
66	9
67	9
68	8
69	8
70	8
71	8
72	8
73	8
74	8
75	8
76	8
77	8
78	8
79	8
80	8
81	8
82	8
83	8
